0.1	0.
0.11	0.
0.12000000000000001	0.
0.13	0.
0.14	0.
0.15000000000000002	0.
0.16	0.
0.17	0.
0.18	0.
0.19	0.
0.19999999999999998	0.
0.21	0.
0.22	0.
0.23	0.
0.24	0.
0.25	0.
0.26	0.
0.27	0.
0.28	0.
0.29000000000000004	0.
0.30000000000000004	0.
0.31000000000000005	0.
0.32000000000000006	0.
0.33000000000000007	0.
0.33999999999999997	0.
0.35	0.
0.36	0.
0.37	0.
0.38	0.
0.39	0.
0.4	0.
0.41000000000000003	0.
0.42000000000000004	0.
0.43000000000000005	0.
0.44000000000000006	0.
0.45000000000000007	0.
0.45999999999999996	0.
0.47	0.
0.48	0.
0.49	0.
0.5	0.
0.51	0.
0.52	0.
0.53	0.
0.54	0.
0.55	1.6192245501089886e-6
0.56	0.00036619881758193085
0.5700000000000001	0.0013075691588676497
0.58	0.0027467772530320733
0.59	0.004616138508152567
0.6	0.006857340898184239
0.61	0.009419922542406534
0.62	0.012260038560416131
0.63	0.015339454301078526
0.64	0.01862471737846383
0.65	0.02208647216093551
0.66	0.025698888656238705
0.67	0.029439183941181613
0.68	0.03328721897376097
0.6900000000000001	0.03722515720207298
0.7	0.041237174136567356
0.71	0.04530920918722181
0.72	0.049428752736482506
0.73	0.05358466273325768
0.74	0.05776700613541963
0.75	0.06196692135974202
0.76	0.06617649856584973
0.77	0.07038867513955083
0.78	0.07459714417844632
0.79	0.07879627413964974
0.8	0.08298103810202462
0.81	0.0871469513363734
0.82	0.09129001607646425
0.83	0.09540667254938073
0.84	0.09949375546185357
0.85	0.10354845525498013
0.86	0.10756828353682812
0.87	0.11155104218458844
0.88	0.11549479567707133
0.89	0.11939784627744543
0.9	0.12325871173605951
0.91	0.12707610522610668
0.92	0.13084891726149195
0.93	0.13457619937775922
0.94	0.13825714938400435
0.95	0.14189109801713018
0.96	0.1454774968499799
0.97	0.14901590732249503
0.98	0.15250599078022753
0.99	0.15594749941786246
1.	0.15934026803702062
1.01	0.16268420653769078
1.02	0.16597929307159753
1.03	0.16922556779356324
1.04	0.17242312715384567
1.05	0.1755721186804149
1.06	0.17867273620555024
1.07	0.1817252154957696
1.08	0.18472983024841794
1.09	0.1876868884218048
1.1	0.19059672886918944
1.11	0.19345971824979746
1.12	0.19627624819267497
1.1300000000000001	0.19904673269153705
1.1400000000000001	0.20177160571081454
1.1500000000000001	0.2044513189850048
1.1600000000000001	0.20708633999508974
1.1700000000000002	0.2096771501072947
1.1800000000000002	0.2122242428607657
1.1900000000000002	0.21472812239202543
1.2000000000000002	0.217189301985095
